,date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge
0,2020-03-16,True,True,0.41,340,1000,250,2cd,1,2881.0,-2977.0,1654.0,1654.0,-23047.9378,-10890.5644,-9716.061704347829,12157.3734,364721.2020000001,1174.5026956521726,35235.08086956517,-115240.0,-66160.0,-66160.0,49080.0,0.0,0.13492581724056674,645.5524763705105,-242.2022684310019
1,2020-03-17,True,True,0.41,340,1000,250,2cd,1,3564.0,-2809.0,1660.0,1660.0,-24679.7444,-12274.1086,-10844.430904347826,12405.6358,372169.07399999996,1429.6776956521735,42890.330869565216,-142560.0,-66400.0,-66400.0,76160.0,0.0,0.1621618414733581,892.2787145557656,-363.30340264650283
2,2020-03-18,True,True,0.41,340,1000,250,2cd,1,2061.0,-2783.0,1658.0,1408.0,-21180.242000000002,-9607.8144,-8559.878504347826,11572.4276,347172.828,1047.9358956521737,31438.076869565215,-82440.0,-66320.0,-56320.0,16120.0,10000.0,0.19025382840619187,1475.6685822306238,-182.13610586011345
3,2020-03-19,True,True,0.41,340,1000,250,2cd,1,1653.0,-2746.0,1012.0,1040.0,-15497.4996,-6300.2739999999985,-5519.761504347826,9197.2256,275916.768,780.5124956521731,23415.3748695652,-66120.0,-40480.0,-41600.0,25640.0,-1120.0,0.08221515901706744,2728.1716446124765,-55.22211720226846
4,2020-03-20,True,True,0.41,340,1000,250,2cd,1,1427.0,-2804.0,972.0,990.0,-15235.138600000002,-5851.1872,-5078.840304347826,9383.951400000002,281518.54200000013,772.3468956521738,23170.40686956521,-57080.0,-38880.0,-39600.0,18200.0,-720.0,0.08433020311194328,2957.277844990548,-51.3468809073724
5,2020-03-21,True,True,0.41,340,1000,250,2cd,1,1534.0,-2599.0,1222.0,1120.0,-16343.2508,-8004.2636,-7260.496304347826,8338.9872,250169.616,743.7672956521737,22313.01886956521,-61360.0,-48880.0,-44800.0,12480.0,4080.0,0.11685736643129553,1988.1595463138,-37.783553875236265
6,2020-03-22,True,True,0.41,340,1000,250,2cd,1,1172.0,-2664.0,806.0,1056.0,-9834.1265,-5464.160400000002,-4289.6577043478255,4369.9661,131098.98299999998,1174.5026956521742,35235.08086956522,-46880.0,-32240.0,-42240.0,14640.0,-10000.0,0.0597763748069795,2420.8324763705104,-242.2022684310019
7,2020-04-06,True,True,0.41,340,1000,250,2cd,1,1982.0,-2300.0,1172.0,1076.0,-14098.2394,-7416.160599999997,-6072.478104347826,6682.0787999999975,200462.364,1343.6824956521732,40310.4748695652,-79280.0,-46880.0,-43040.0,32400.0,3840.0,0.1808659673603359,1449.4759168241967,-314.6319848771267
8,2020-04-07,True,True,0.41,340,1000,250,2cd,1,1753.0,-2763.0,1552.0,1802.0,-19039.1088,-8566.8236,-7882.256904347827,10472.285200000002,314168.55600000004,684.5666956521728,20537.00086956518,-70120.0,-62080.0,-72080.0,8040.0,-10000.0,-0.010660174364165331,1791.8044990548206,-9.688090737240064
9,2020-04-08,True,True,0.41,340,1000,250,2cd,1,1342.0,-2683.0,1230.0,1480.0,-14913.468,-6497.8822,-5833.729504347826,8415.585799999999,252467.574,664.1526956521739,19924.580869565216,-53680.0,-49200.0,-59200.0,4480.0,-10000.0,-0.014567191746361119,3010.8,-0.0
10,2020-04-09,True,True,0.41,340,1000,250,2cd,1,1403.0,-2702.0,1028.0,1230.0,-15992.159200000002,-7034.0116,-6114.683904347826,8958.147600000002,268744.42800000013,919.327695652174,27579.830869565223,-56120.0,-41120.0,-49200.0,15000.0,-8080.0,0.043331929374620826,2950.206238185255,-121.10113421550095
11,2020-04-10,True,True,0.41,340,1000,250,2cd,1,2034.0,-2439.0,1034.0,1256.0,-15447.970700000002,-7604.2358,-6940.083104347826,7843.734900000001,235312.04700000005,664.1526956521748,19924.580869565245,-81360.0,-41360.0,-50240.0,40000.0,-8880.0,-0.0012200223549966305,1851.7200000000007,-0.0
12,2020-04-11,True,True,0.41,340,1000,250,2cd,1,1342.0,-431.0,1158.0,1372.0,-15785.060199999998,-14416.5368,-13462.035756521738,1368.5233999999982,41055.701999999954,954.5010434782615,28635.031304347853,-53680.0,-46320.0,-54880.0,7360.0,-8560.0,0.07636132682256602,0.0,-0.0
13,2020-04-12,True,True,0.41,340,1000,250,2cd,1,1332.0,-3030.0,1332.0,1332.0,-13704.327400000002,-6929.064,-6264.9113043478255,6775.263400000003,203257.9020000001,664.1526956521739,19924.580869565216,-53280.0,-53280.0,-53280.0,0.0,0.0,0.07707485387910372,4241.64,-0.0
14,2020-05-04,True,True,0.41,340,1000,250,2cd,1,1178.0,-2545.0,942.0,1048.0,-13355.45,-5483.8826,-4819.729904347826,7871.567400000001,236147.02200000003,664.1526956521739,19924.580869565216,-47120.0,-37680.0,-41920.0,9440.0,-4240.0,0.04273663042796128,3123.12,-0.0
15,2020-05-05,True,True,0.41,340,1000,250,2cd,1,1517.0,-356.0,1284.0,1490.0,-15373.0521,-13717.176000000001,-12762.674956521741,1655.8761000000013,49676.28300000004,954.5010434782596,28635.031304347798,-60680.0,-51360.0,-59600.0,9320.0,-8240.0,0.07885196997261201,0.0,-0.0
16,2020-05-06,True,True,0.41,340,1000,250,2cd,1,1387.0,-804.0,1008.0,1002.0,-13917.9348,-10064.8348,-9110.333756521739,3853.099999999999,115592.99999999994,954.5010434782615,28635.031304347853,-55480.0,-40320.0,-40080.0,15160.0,240.0,0.14118446821795014,0.0,-0.0
17,2020-05-07,True,True,0.41,340,1000,250,2cd,1,2408.0,-2929.0,1422.0,1350.0,-22149.7157,-9719.7308,-8733.036904347826,12429.9849,372899.547,986.6938956521736,29600.816869565217,-96320.0,-56880.0,-54000.0,39440.0,2880.0,0.1349391347141604,1018.1550850661628,-153.07183364839318
18,2020-05-08,True,True,0.41,340,1000,250,2cd,1,2133.0,-1474.0,2120.0,2040.0,-23784.7091,-17438.908600000002,-16335.20755652174,6345.800499999998,190374.015,1103.7010434782624,33111.031304347875,-85320.0,-84800.0,-81600.0,520.0,3200.0,0.17103475836494475,3.9,-102.5
19,2020-05-09,True,True,0.41,340,1000,250,2cd,1,2194.0,-1400.0,1696.0,1946.0,-22054.4262,-16527.6072,-15573.10615652174,5526.819000000002,165804.5700000001,954.5010434782596,28635.031304347798,-87760.0,-67840.0,-77840.0,19920.0,-10000.0,0.06498695499794938,0.0,-0.0
20,2020-05-10,True,True,0.41,340,1000,250,2cd,1,2672.0,-2804.0,1424.0,1674.0,-19972.2792,-10914.492,-9636.464681663516,9057.787199999997,271733.61599999986,1278.0273183364845,38340.81955009453,-106880.0,-56960.0,-66960.0,49920.0,-10000.0,0.07977119697220125,506.22,-259.12
21,2020-06-22,True,True,0.41,340,1000,250,2cd,1,3435.0,-1099.0,2922.0,2752.0,-26592.366,-21686.6526,-20732.15155652173,4905.7134000000015,147171.402,954.5010434782636,28635.031304347904,-137400.0,-116880.0,-110080.0,20520.0,6800.0,0.1861488449332147,0.0,-0.0
22,2020-06-23,True,True,0.41,340,1000,250,2cd,1,2540.0,-481.0,2268.0,2168.0,-25685.0884,-23642.0342,-22687.53315652174,2043.0541999999987,61291.62599999996,954.5010434782636,28635.031304347904,-101600.0,-90720.0,-86720.0,10880.0,4000.0,0.16720528679346502,0.0,-0.0
23,2020-06-24,True,True,0.41,340,1000,250,2cd,1,2728.0,-2668.0,1632.0,1632.0,-22154.6196,-12173.113000000001,-11086.568304347828,9981.5066,299445.19800000003,1086.5446956521737,32596.340869565214,-109120.0,-65280.0,-65280.0,43840.0,0.0,0.1319210823507,52.40597353497162,-168.76654064272213
24,2020-06-25,True,True,0.41,340,1000,250,2cd,1,1552.0,-2359.0,970.0,1220.0,-7326.612799999999,-3205.9698,-2772.495304347827,4120.642999999999,123619.28999999998,433.47449565217363,13004.234869565207,-62080.0,-38800.0,-48800.0,23280.0,-10000.0,-0.2337543146183109,2881.479243856333,-62.972589792060525
25,2020-06-26,True,True,0.41,340,1000,250,2cd,1,1000.0,-1964.0,686.0,686.0,-8741.847300000001,-4477.8264,-3297.199504347826,4264.020900000001,127920.62700000005,1180.626895652174,35418.80686956522,-40000.0,-27440.0,-27440.0,12560.0,0.0,0.1355900025605179,1907.167826086957,-245.1086956521739
26,2020-06-27,True,True,0.41,340,1000,250,2cd,1,1245.0,-861.0,1016.0,1016.0,-12562.3556,-8983.5852,-8058.118991304348,3578.7703999999994,107363.11199999998,925.4662086956514,27763.98626086954,-49800.0,-40640.0,-40640.0,9160.0,0.0,0.13351325488998644,0.0,-0.0
27,2020-06-28,True,True,0.41,340,1000,250,2cd,1,2010.0,-848.0,1700.0,1700.0,-19791.3234,-16959.9418,-16005.44075652174,2831.381600000001,84941.44800000003,954.5010434782615,28635.031304347853,-80400.0,-68000.0,-68000.0,12400.0,0.0,0.13949686905588576,0.0,-0.0
28,2020-07-13,True,True,0.41,340,1000,250,2cd,1,2623.4709999999995,-1127.0,1764.4709999999993,2014.4709999999993,-20426.0155664,-16961.5802664,-16007.07922292174,3464.435299999997,103933.05899999992,954.5010434782615,28635.031304347853,-104938.83999999998,-70578.83999999997,-80578.83999999997,34360.0,-10000.0,0.06498695499794982,0.0,-0.0
29,2020-07-14,True,True,0.41,340,1000,250,2cd,1,3173.045,-1954.0,2678.045,2928.045,-28860.943713300014,-23673.8814133,-22719.380369821738,5187.062299999998,155611.86899999995,954.5010434782596,28635.031304347798,-126921.8,-107121.8,-117121.8,19800.0,-10000.0,0.06498695499794938,0.0,-0.0
30,2020-07-15,True,True,0.41,340,1000,250,2cd,1,2078.301,-1024.0,1787.5839999999994,1860.154,-22121.6048517,-19013.213951700003,-18058.712908221736,3108.390899999999,93251.72699999996,954.5010434782636,28635.031304347904,-83132.04,-71503.35999999999,-74406.16,11628.680000000008,-2902.800000000017,0.11878324892914073,0.0,-0.0
31,2020-07-16,True,True,0.41,340,1000,250,2cd,1,3082.848,-2129.0,1521.995,1578.33,-25024.4513057,-16458.497876100002,-15354.796832621741,8565.953429600002,256978.60288800005,1103.7010434782587,33111.031304347765,-123313.92,-60879.8,-63133.2,62434.12,-2253.400000000001,0.13319778136260996,234.77142000000003,-102.5
