,date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge
0,2020-03-16,True,True,0.41,340,2000,1000,2cd,1,2881,-2977.0,1654.0,1748.0,-23047.9378,-10890.5644,-9354.9644,12157.3734,364721.202,1535.5999999999985,46067.999999999956,-115240.0,-66160.0,-69920.0,49080.0,-3760.0,0.08590196557183316,642.72,-245.17999999999998
1,2020-03-17,True,True,0.41,340,2000,1000,2cd,1,3564,-2809.0,1660.0,2168.0,-24679.7444,-12274.1086,-10028.0522,12405.6358,372169.074,2246.0563999999995,67381.69199999998,-142560.0,-66400.0,-86720.0,76160.0,-20320.0,0.10160117486130682,474.24,-802.7799999999999
2,2020-03-18,True,True,0.41,340,2000,1000,2cd,1,2061,-2783.0,1658.0,2118.0,-21180.242,-9607.8144,-8072.214399999999,11572.427599999999,347172.828,1535.6000000000004,46068.000000000015,-82440.0,-66320.0,-84720.0,16120.0,-18400.0,0.025833630343875313,1321.32,-344.4
3,2020-03-19,True,True,0.41,340,2000,1000,2cd,1,1653,-2746.0,1012.0,1790.0,-15497.4996,-6300.273999999999,-4764.674,9197.2256,275916.768,1535.5999999999995,46067.999999999985,-66120.0,-40480.0,-71600.0,25640.0,-31120.0,-0.05233113759656427,2736.2400000000002,-46.74000000000004
4,2020-03-20,True,True,0.41,340,2000,1000,2cd,1,1427,-2804.0,972.0,1740.0,-15235.138600000002,-5851.1872,-4315.587200000001,9383.951400000002,281518.5420000001,1535.5999999999995,46067.999999999985,-57080.0,-38880.0,-69600.0,18200.0,-30720.0,-0.04901071677433966,2964.7799999999997,-43.46000000000004
5,2020-03-21,True,True,0.41,340,2000,1000,2cd,1,1534,-2599.0,1222.0,1756.0,-16343.2508,-8004.2636,-6468.6636,8338.9872,250169.61599999998,1535.6000000000004,46068.000000000015,-61360.0,-48880.0,-70240.0,12480.0,-21360.0,0.011726942268120322,1993.68,-31.98
6,2020-03-22,True,True,0.41,340,2000,1000,2cd,1,1172,-2664.0,806.0,1806.0,-9834.1265,-5464.160400000001,-3928.5604000000003,4369.9661,131098.98299999998,1535.6000000000004,46068.000000000015,-46880.0,-32240.0,-72240.0,14640.0,-40000.0,-0.1535751825677265,2337.6600000000003,-329.64
