datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery,battery_discharge,battery_charge_from_solar,battery_charge_from_grid,energy_price,solar_purchase_price,solar_export_price
2020-03-22 00:00:00,-625.0,-0.0,1431.0,806.0,0.0,806.0,0.0,0.0,0.0,0.0,-0.0,-625.0,0.2529,0.41,0.39
2020-03-22 01:00:00,-625.0,575.0,1409.0,784.0,0.0,784.0,0.0,0.0,0.0,0.0,-0.0,-625.0,0.2529,0.41,0.39
2020-03-22 02:00:00,-625.0,1150.0,1413.0,788.0,0.0,788.0,0.0,0.0,0.0,0.0,-0.0,-625.0,0.2529,0.41,0.39
2020-03-22 03:00:00,-625.0,1725.0,1279.0,654.0,0.0,654.0,0.0,0.0,0.0,0.0,-0.0,-625.0,0.2529,0.41,0.39
2020-03-22 04:00:00,-217.39130434782595,2300.0,803.391304347826,586.0,0.0,586.0,0.0,0.0,0.0,0.0,-0.0,-217.39130434782595,0.2529,0.41,0.39
2020-03-22 05:00:00,-0.0,2500.0,524.0,524.0,0.0,524.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.41,0.39
2020-03-22 06:00:00,-0.0,2500.0,512.0,512.0,0.0,512.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.41,0.39
2020-03-22 07:00:00,-0.0,2500.0,792.0,985.0,193.0,792.0,193.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.41,0.39
2020-03-22 08:00:00,474.0,2500.0,0.0,791.0,317.0,474.0,317.0,0.0,0.0,474.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-22 09:00:00,330.0,1984.7826086956522,0.0,707.0,377.0,330.0,377.0,0.0,0.0,330.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-22 10:00:00,-625.0,1626.0869565217392,0.0,723.0,1441.0,0.0,723.0,93.0,625.0,0.0,-625.0,0.0,1.0207,0.41,0.39
2020-03-22 11:00:00,-324.90548204158813,2201.086956521739,0.0,932.0,2664.0,0.0,932.0,1407.0945179584119,324.90548204158813,0.0,-324.90548204158813,0.0,1.0207,0.41,0.39
2020-03-22 12:00:00,-0.0,2500.0,0.0,383.0,2047.0,0.0,383.0,1664.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-22 13:00:00,-0.0,2500.0,0.0,567.0,1877.0,0.0,567.0,1310.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-22 14:00:00,-0.0,2500.0,0.0,1172.0,1790.0,0.0,1172.0,618.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-22 15:00:00,-0.0,2500.0,0.0,457.0,833.0,0.0,457.0,376.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-22 16:00:00,-0.0,2500.0,0.0,249.0,629.0,0.0,249.0,380.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-22 17:00:00,378.0,2500.0,0.0,600.0,222.0,378.0,222.0,0.0,0.0,378.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-22 18:00:00,504.0,2089.1304347826085,0.0,513.0,9.0,504.0,9.0,0.0,0.0,504.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-22 19:00:00,625.0,1541.3043478260868,3.0,628.0,0.0,628.0,0.0,0.0,0.0,625.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-22 20:00:00,625.0,861.9565217391303,71.0,696.0,0.0,696.0,0.0,0.0,0.0,625.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-22 21:00:00,0.0,182.60869565217376,600.0,600.0,0.0,600.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-22 22:00:00,0.0,182.60869565217376,576.0,576.0,0.0,576.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-22 23:00:00,0.0,182.60869565217376,524.0,524.0,0.0,524.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.41,0.39
